gene	aRRA	aRRA p_value	aRRA FDR	significant	# signif. sgRNAs
RNF181	1.0	1.00E+00	1.00E+00	False	0
RNF180	1.0	1.00E+00	1.00E+00	False	0
RNF183	1.0	1.00E+00	1.00E+00	False	0
RNF182	1.0	1.00E+00	1.00E+00	False	0
BMPR2	1.0	1.00E+00	1.00E+00	False	0
ZBTB20	1.0	1.00E+00	1.00E+00	False	0
ZBTB21	1.0	1.00E+00	1.00E+00	False	0
MS4A5	1.0	1.00E+00	1.00E+00	False	0
MS4A2	1.0	1.00E+00	1.00E+00	False	0
SYT10	1.0	1.00E+00	1.00E+00	False	0
SYT11	1.0	1.00E+00	1.00E+00	False	0
SYT16	1.0	1.00E+00	1.00E+00	False	0
SYT17	1.0	1.00E+00	1.00E+00	False	0
GSTT1	1.0	1.00E+00	1.00E+00	False	0
ATP6V1G3	1.0	1.00E+00	1.00E+00	False	0
ATP6V1G2	1.0	1.00E+00	1.00E+00	False	0
ATP6V1G1	1.0	1.00E+00	1.00E+00	False	0
LAMTOR4	1.0	1.00E+00	1.00E+00	False	0
LAMTOR5	1.0	1.00E+00	1.00E+00	False	0
LAMTOR1	1.0	1.00E+00	1.00E+00	False	0
LAMTOR2	1.0	1.00E+00	1.00E+00	False	0
LAMTOR3	1.0	1.00E+00	1.00E+00	False	0
DSC3	1.0	1.00E+00	1.00E+00	False	0
STRN4	1.0	1.00E+00	1.00E+00	False	0
C10orf2	1.0	1.00E+00	1.00E+00	False	0
KDR	1.0	1.00E+00	1.00E+00	False	0
MVB12B	1.0	1.00E+00	1.00E+00	False	0
NDP	1.0	1.00E+00	1.00E+00	False	0
MVB12A	1.0	1.00E+00	1.00E+00	False	0
HSD11B1L	1.0	1.00E+00	1.00E+00	False	0
COL13A1	1.0	1.00E+00	1.00E+00	False	0
GPSM3	1.0	1.00E+00	1.00E+00	False	0
GPSM1	1.0	1.00E+00	1.00E+00	False	0
AIMP1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4668	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4669	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4664	1.0	1.00E+00	1.00E+00	False	0
HSH2D	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4667	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4660	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4663	1.0	1.00E+00	1.00E+00	False	0
SLC22A4	1.0	1.00E+00	1.00E+00	False	0
C20orf24	1.0	1.00E+00	1.00E+00	False	0
CBS	1.0	1.00E+00	1.00E+00	False	0
SOD1	1.0	1.00E+00	1.00E+00	False	0
PRDM6	1.0	1.00E+00	1.00E+00	False	0
VPS33B	1.0	1.00E+00	1.00E+00	False	0
VPS33A	1.0	1.00E+00	1.00E+00	False	0
SLC22A7	1.0	1.00E+00	1.00E+00	False	0
GYLTL1B	1.0	1.00E+00	1.00E+00	False	0
STAC3	1.0	1.00E+00	1.00E+00	False	0
FAM47E-STBD1	1.0	1.00E+00	1.00E+00	False	0
ANKRA2	1.0	1.00E+00	1.00E+00	False	0
OLAH	1.0	1.00E+00	1.00E+00	False	0
TRMT12	1.0	1.00E+00	1.00E+00	False	0
TRMT13	1.0	1.00E+00	1.00E+00	False	0
ANAPC15	1.0	1.00E+00	1.00E+00	False	0
ANAPC16	1.0	1.00E+00	1.00E+00	False	0
ANAPC11	1.0	1.00E+00	1.00E+00	False	0
ANAPC10	1.0	1.00E+00	1.00E+00	False	0
ANAPC13	1.0	1.00E+00	1.00E+00	False	0
MYC	1.0	1.00E+00	1.00E+00	False	0
MYB	1.0	1.00E+00	1.00E+00	False	0
ALOX5	1.0	1.00E+00	1.00E+00	False	0
LACE1	1.0	1.00E+00	1.00E+00	False	0
SPC25	1.0	1.00E+00	1.00E+00	False	0
LOC728392	1.0	1.00E+00	1.00E+00	False	0
PILRA	1.0	1.00E+00	1.00E+00	False	0
TMEM170A	1.0	1.00E+00	1.00E+00	False	0
RHNO1	1.0	1.00E+00	1.00E+00	False	0
HADH	1.0	1.00E+00	1.00E+00	False	0
MRAP2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3199-2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3199-1	1.0	1.00E+00	1.00E+00	False	0
CCDC66	1.0	1.00E+00	1.00E+00	False	0
OR10X1	1.0	1.00E+00	1.00E+00	False	0
CCDC60	1.0	1.00E+00	1.00E+00	False	0
MRPS35	1.0	1.00E+00	1.00E+00	False	0
TBC1D2	1.0	1.00E+00	1.00E+00	False	0
TBC1D3	1.0	1.00E+00	1.00E+00	False	0
MRPS30	1.0	1.00E+00	1.00E+00	False	0
TBC1D7	1.0	1.00E+00	1.00E+00	False	0
HSPA12B	1.0	1.00E+00	1.00E+00	False	0
HSPA12A	1.0	1.00E+00	1.00E+00	False	0
FAM127C	1.0	1.00E+00	1.00E+00	False	0
FAM127A	1.0	1.00E+00	1.00E+00	False	0
NRSN1	1.0	1.00E+00	1.00E+00	False	0
TPRA1	1.0	1.00E+00	1.00E+00	False	0
LEKR1	1.0	1.00E+00	1.00E+00	False	0
FRMD4A	1.0	1.00E+00	1.00E+00	False	0
FRMD4B	1.0	1.00E+00	1.00E+00	False	0
TRPA1	1.0	1.00E+00	1.00E+00	False	0
LEPRE1	1.0	1.00E+00	1.00E+00	False	0
PRPF38A	1.0	1.00E+00	1.00E+00	False	0
WDSUB1	1.0	1.00E+00	1.00E+00	False	0
GPM6A	1.0	1.00E+00	1.00E+00	False	0
GPM6B	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-122	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-126	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-127	1.0	1.00E+00	1.00E+00	False	0
OR7D2	1.0	1.00E+00	1.00E+00	False	0
OR7D4	1.0	1.00E+00	1.00E+00	False	0
GATA2	1.0	1.00E+00	1.00E+00	False	0
GATA3	1.0	1.00E+00	1.00E+00	False	0
GATA1	1.0	1.00E+00	1.00E+00	False	0
CCND1	1.0	1.00E+00	1.00E+00	False	0
CCND3	1.0	1.00E+00	1.00E+00	False	0
CCND2	1.0	1.00E+00	1.00E+00	False	0
RPS27L	1.0	1.00E+00	1.00E+00	False	0
RPS27A	1.0	1.00E+00	1.00E+00	False	0
C6orf70	1.0	1.00E+00	1.00E+00	False	0
DPCD	1.0	1.00E+00	1.00E+00	False	0
HNRNPCL1	1.0	1.00E+00	1.00E+00	False	0
PAFAH2	1.0	1.00E+00	1.00E+00	False	0
NBEAL2	1.0	1.00E+00	1.00E+00	False	0
TAF13	1.0	1.00E+00	1.00E+00	False	0
TAF12	1.0	1.00E+00	1.00E+00	False	0
TAF11	1.0	1.00E+00	1.00E+00	False	0
FH	1.0	1.00E+00	1.00E+00	False	0
NDUFV2	1.0	1.00E+00	1.00E+00	False	0
NDUFV1	1.0	1.00E+00	1.00E+00	False	0
LAMA2	1.0	1.00E+00	1.00E+00	False	0
LAMA5	1.0	1.00E+00	1.00E+00	False	0
TAF1B	1.0	1.00E+00	1.00E+00	False	0
TAF1A	1.0	1.00E+00	1.00E+00	False	0
F3	1.0	1.00E+00	1.00E+00	False	0
F5	1.0	1.00E+00	1.00E+00	False	0
POC1B-GALNT4	1.0	1.00E+00	1.00E+00	False	0
F7	1.0	1.00E+00	1.00E+00	False	0
F8	1.0	1.00E+00	1.00E+00	False	0
F9	1.0	1.00E+00	1.00E+00	False	0
TAF1L	1.0	1.00E+00	1.00E+00	False	0
HTR3D	1.0	1.00E+00	1.00E+00	False	0
HTR3E	1.0	1.00E+00	1.00E+00	False	0
HTR3A	1.0	1.00E+00	1.00E+00	False	0
FCAMR	1.0	1.00E+00	1.00E+00	False	0
DYNLRB1	1.0	1.00E+00	1.00E+00	False	0
CYR61	1.0	1.00E+00	1.00E+00	False	0
NUP155	1.0	1.00E+00	1.00E+00	False	0
ABO	1.0	1.00E+00	1.00E+00	False	0
ABR	1.0	1.00E+00	1.00E+00	False	0
ATP4A	1.0	1.00E+00	1.00E+00	False	0
ATP4B	1.0	1.00E+00	1.00E+00	False	0
FAM228B	1.0	1.00E+00	1.00E+00	False	0
TEPP	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0388	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0389	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0380	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0381	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0382	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0383	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0384	1.0	1.00E+00	1.00E+00	False	0
ZNF705B	1.0	1.00E+00	1.00E+00	False	0
ZNF705A	1.0	1.00E+00	1.00E+00	False	0
TEX261	1.0	1.00E+00	1.00E+00	False	0
SAMD9L	1.0	1.00E+00	1.00E+00	False	0
C1QC	1.0	1.00E+00	1.00E+00	False	0
C1QB	1.0	1.00E+00	1.00E+00	False	0
C1QA	1.0	1.00E+00	1.00E+00	False	0
PKHD1	1.0	1.00E+00	1.00E+00	False	0
VSIG8	1.0	1.00E+00	1.00E+00	False	0
VSIG4	1.0	1.00E+00	1.00E+00	False	0
VSIG1	1.0	1.00E+00	1.00E+00	False	0
SHPRH	1.0	1.00E+00	1.00E+00	False	0
ADORA2A	1.0	1.00E+00	1.00E+00	False	0
ADORA2B	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0968	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0969	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0964	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0965	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0966	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0967	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0960	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0962	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0963	1.0	1.00E+00	1.00E+00	False	0
CNOT11	1.0	1.00E+00	1.00E+00	False	0
CNOT10	1.0	1.00E+00	1.00E+00	False	0
MKI67IP	1.0	1.00E+00	1.00E+00	False	0
GTPBP6_X	1.0	1.00E+00	1.00E+00	False	0
GTPBP6_Y	1.0	1.00E+00	1.00E+00	False	0
TRIM49B	1.0	1.00E+00	1.00E+00	False	0
TRIM49C	1.0	1.00E+00	1.00E+00	False	0
CD74	1.0	1.00E+00	1.00E+00	False	0
CD72	1.0	1.00E+00	1.00E+00	False	0
CLOCK	1.0	1.00E+00	1.00E+00	False	0
SH3BP5	1.0	1.00E+00	1.00E+00	False	0
ST6GALNAC6	1.0	1.00E+00	1.00E+00	False	0
FASTKD5	1.0	1.00E+00	1.00E+00	False	0
FASTKD3	1.0	1.00E+00	1.00E+00	False	0
FASTKD1	1.0	1.00E+00	1.00E+00	False	0
CYB5D2	1.0	1.00E+00	1.00E+00	False	0
SRP72	1.0	1.00E+00	1.00E+00	False	0
BCO2	1.0	1.00E+00	1.00E+00	False	0
PAF1	1.0	1.00E+00	1.00E+00	False	0
REP15	1.0	1.00E+00	1.00E+00	False	0
SPATC1	1.0	1.00E+00	1.00E+00	False	0
AATF	1.0	1.00E+00	1.00E+00	False	0
GNB1L	1.0	1.00E+00	1.00E+00	False	0
UNC119	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-656	1.0	1.00E+00	1.00E+00	False	0
MFSD8	1.0	1.00E+00	1.00E+00	False	0
KCND2	1.0	1.00E+00	1.00E+00	False	0
MFSD1	1.0	1.00E+00	1.00E+00	False	0
MFSD3	1.0	1.00E+00	1.00E+00	False	0
MFSD5	1.0	1.00E+00	1.00E+00	False	0
MFSD7	1.0	1.00E+00	1.00E+00	False	0
TAMM41	1.0	1.00E+00	1.00E+00	False	0
DDX26B	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-548o-2	1.0	1.00E+00	1.00E+00	False	0
NCDN	1.0	1.00E+00	1.00E+00	False	0
KAT6A	1.0	1.00E+00	1.00E+00	False	0
OR8G1	1.0	1.00E+00	1.00E+00	False	0
OR8G2	1.0	1.00E+00	1.00E+00	False	0
TGDS	1.0	1.00E+00	1.00E+00	False	0
MAGI3	1.0	1.00E+00	1.00E+00	False	0
MAGI2	1.0	1.00E+00	1.00E+00	False	0
MAGI1	1.0	1.00E+00	1.00E+00	False	0
UGT2B7	1.0	1.00E+00	1.00E+00	False	0
UGT2B4	1.0	1.00E+00	1.00E+00	False	0
NGEF	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5708	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5704	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5705	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5706	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5707	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5700	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5702	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5703	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4259	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4258	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4251	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4253	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4255	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4254	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-4257	1.0	1.00E+00	1.00E+00	False	0
KDM4C	1.0	1.00E+00	1.00E+00	False	0
SMTNL2	1.0	1.00E+00	1.00E+00	False	0
IMPG2	1.0	1.00E+00	1.00E+00	False	0
IMPG1	1.0	1.00E+00	1.00E+00	False	0
VWA5A	1.0	1.00E+00	1.00E+00	False	0
SERPING1	1.0	1.00E+00	1.00E+00	False	0
GCSAM	1.0	1.00E+00	1.00E+00	False	0
OR10A4	1.0	1.00E+00	1.00E+00	False	0
OR10A7	1.0	1.00E+00	1.00E+00	False	0
ZNF267	1.0	1.00E+00	1.00E+00	False	0
MARCKSL1	1.0	1.00E+00	1.00E+00	False	0
LY6E	1.0	1.00E+00	1.00E+00	False	0
LY6D	1.0	1.00E+00	1.00E+00	False	0
LY6K	1.0	1.00E+00	1.00E+00	False	0
LY6H	1.0	1.00E+00	1.00E+00	False	0
OR51M1	1.0	1.00E+00	1.00E+00	False	0
OCLN	1.0	1.00E+00	1.00E+00	False	0
TYW5	1.0	1.00E+00	1.00E+00	False	0
OCLM	1.0	1.00E+00	1.00E+00	False	0
EBNA1BP2	1.0	1.00E+00	1.00E+00	False	0
GPR37L1	1.0	1.00E+00	1.00E+00	False	0
SPATA22	1.0	1.00E+00	1.00E+00	False	0
SPATA20	1.0	1.00E+00	1.00E+00	False	0
SPATA21	1.0	1.00E+00	1.00E+00	False	0
CYCS	1.0	1.00E+00	1.00E+00	False	0
SPATA25	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3198-1	1.0	1.00E+00	1.00E+00	False	0
C2orf70	1.0	1.00E+00	1.00E+00	False	0
C2orf71	1.0	1.00E+00	1.00E+00	False	0
C2orf72	1.0	1.00E+00	1.00E+00	False	0
C2orf73	1.0	1.00E+00	1.00E+00	False	0
PCP4L1	1.0	1.00E+00	1.00E+00	False	0
OR52E6	1.0	1.00E+00	1.00E+00	False	0
OR52E4	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-744	1.0	1.00E+00	1.00E+00	False	0
SERPINA7	1.0	1.00E+00	1.00E+00	False	0
SPATA2L	1.0	1.00E+00	1.00E+00	False	0
SCAMP4	1.0	1.00E+00	1.00E+00	False	0
SCAMP5	1.0	1.00E+00	1.00E+00	False	0
SCAMP2	1.0	1.00E+00	1.00E+00	False	0
SCAMP1	1.0	1.00E+00	1.00E+00	False	0
TSPAN2	1.0	1.00E+00	1.00E+00	False	0
TSPAN3	1.0	1.00E+00	1.00E+00	False	0
TSPAN1	1.0	1.00E+00	1.00E+00	False	0
TSPAN7	1.0	1.00E+00	1.00E+00	False	0
TSPAN5	1.0	1.00E+00	1.00E+00	False	0
TSPAN8	1.0	1.00E+00	1.00E+00	False	0
ZNF444	1.0	1.00E+00	1.00E+00	False	0
ZNF445	1.0	1.00E+00	1.00E+00	False	0
CABLES2	1.0	1.00E+00	1.00E+00	False	0
ZNF441	1.0	1.00E+00	1.00E+00	False	0
ZNF443	1.0	1.00E+00	1.00E+00	False	0
L3MBTL1	1.0	1.00E+00	1.00E+00	False	0
L3MBTL3	1.0	1.00E+00	1.00E+00	False	0
L3MBTL4	1.0	1.00E+00	1.00E+00	False	0
SERAC1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1273h	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-3195	1.0	1.00E+00	1.00E+00	False	0
RASD2	1.0	1.00E+00	1.00E+00	False	0
RASD1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1273a	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1273c	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1273d	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1273f	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1273g	1.0	1.00E+00	1.00E+00	False	0
PSENEN	1.0	1.00E+00	1.00E+00	False	0
TRABD	1.0	1.00E+00	1.00E+00	False	0
THBS3	1.0	1.00E+00	1.00E+00	False	0
THBS1	1.0	1.00E+00	1.00E+00	False	0
MYL10	1.0	1.00E+00	1.00E+00	False	0
DSTN	1.0	1.00E+00	1.00E+00	False	0
AP1G1	1.0	1.00E+00	1.00E+00	False	0
BUD31	1.0	1.00E+00	1.00E+00	False	0
OR5M8	1.0	1.00E+00	1.00E+00	False	0
OR5M9	1.0	1.00E+00	1.00E+00	False	0
RPE65	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-494	1.0	1.00E+00	1.00E+00	False	0
XKRY	1.0	1.00E+00	1.00E+00	False	0
ZNF385D	1.0	1.00E+00	1.00E+00	False	0
NPVF	1.0	1.00E+00	1.00E+00	False	0
RGS20	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6770-1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6770-3	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6770-2	1.0	1.00E+00	1.00E+00	False	0
XKR4	1.0	1.00E+00	1.00E+00	False	0
XKR6	1.0	1.00E+00	1.00E+00	False	0
XKR3	1.0	1.00E+00	1.00E+00	False	0
XKR9	1.0	1.00E+00	1.00E+00	False	0
XKR8	1.0	1.00E+00	1.00E+00	False	0
HSP90AA1	1.0	1.00E+00	1.00E+00	False	0
PALD1	1.0	1.00E+00	1.00E+00	False	0
NNAT	1.0	1.00E+00	1.00E+00	False	0
RAB37	1.0	1.00E+00	1.00E+00	False	0
AMTN	1.0	1.00E+00	1.00E+00	False	0
RAB35	1.0	1.00E+00	1.00E+00	False	0
RAB34	1.0	1.00E+00	1.00E+00	False	0
HJURP	1.0	1.00E+00	1.00E+00	False	0
RAB32	1.0	1.00E+00	1.00E+00	False	0
RAB31	1.0	1.00E+00	1.00E+00	False	0
RAB38	1.0	1.00E+00	1.00E+00	False	0
DOK2	1.0	1.00E+00	1.00E+00	False	0
DOK3	1.0	1.00E+00	1.00E+00	False	0
DOK1	1.0	1.00E+00	1.00E+00	False	0
DOK6	1.0	1.00E+00	1.00E+00	False	0
DOK7	1.0	1.00E+00	1.00E+00	False	0
DOK4	1.0	1.00E+00	1.00E+00	False	0
DOK5	1.0	1.00E+00	1.00E+00	False	0
C19orf66	1.0	1.00E+00	1.00E+00	False	0
RAB3D	1.0	1.00E+00	1.00E+00	False	0
RAB3C	1.0	1.00E+00	1.00E+00	False	0
RAB3A	1.0	1.00E+00	1.00E+00	False	0
ARMC6	1.0	1.00E+00	1.00E+00	False	0
ARMC4	1.0	1.00E+00	1.00E+00	False	0
ARMC5	1.0	1.00E+00	1.00E+00	False	0
ARMC2	1.0	1.00E+00	1.00E+00	False	0
ARMC3	1.0	1.00E+00	1.00E+00	False	0
PDCD6IP	1.0	1.00E+00	1.00E+00	False	0
GDNF	1.0	1.00E+00	1.00E+00	False	0
ACTL6B	1.0	1.00E+00	1.00E+00	False	0
WNT11	1.0	1.00E+00	1.00E+00	False	0
RANGRF	1.0	1.00E+00	1.00E+00	False	0
HSPA2	1.0	1.00E+00	1.00E+00	False	0
HSPA6	1.0	1.00E+00	1.00E+00	False	0
HSPA5	1.0	1.00E+00	1.00E+00	False	0
HSPA4	1.0	1.00E+00	1.00E+00	False	0
HSPA9	1.0	1.00E+00	1.00E+00	False	0
HSPA8	1.0	1.00E+00	1.00E+00	False	0
LIFR	1.0	1.00E+00	1.00E+00	False	0
PPP2R2A	1.0	1.00E+00	1.00E+00	False	0
PPP2R2C	1.0	1.00E+00	1.00E+00	False	0
CEP89	1.0	1.00E+00	1.00E+00	False	0
GC	1.0	1.00E+00	1.00E+00	False	0
GK	1.0	1.00E+00	1.00E+00	False	0
HNRNPDL	1.0	1.00E+00	1.00E+00	False	0
NTHL1	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0789	1.0	1.00E+00	1.00E+00	False	0
TTR	1.0	1.00E+00	1.00E+00	False	0
MYPN	1.0	1.00E+00	1.00E+00	False	0
TTN	1.0	1.00E+00	1.00E+00	False	0
TMEM260	1.0	1.00E+00	1.00E+00	False	0
TMEM261	1.0	1.00E+00	1.00E+00	False	0
SFT2D3	1.0	1.00E+00	1.00E+00	False	0
SFT2D2	1.0	1.00E+00	1.00E+00	False	0
SFT2D1	1.0	1.00E+00	1.00E+00	False	0
DAP3	1.0	1.00E+00	1.00E+00	False	0
TMEM190	1.0	1.00E+00	1.00E+00	False	0
TMEM192	1.0	1.00E+00	1.00E+00	False	0
TMEM196	1.0	1.00E+00	1.00E+00	False	0
TMEM198	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0029	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0028	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0025	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0024	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0027	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0026	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0021	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0020	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0023	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0022	1.0	1.00E+00	1.00E+00	False	0
SHROOM2	1.0	1.00E+00	1.00E+00	False	0
SHROOM1	1.0	1.00E+00	1.00E+00	False	0
PRR23B	1.0	1.00E+00	1.00E+00	False	0
PELI1	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-526a-1	1.0	1.00E+00	1.00E+00	False	0
SRPK3	1.0	1.00E+00	1.00E+00	False	0
BDKRB1	1.0	1.00E+00	1.00E+00	False	0
RDH8	1.0	1.00E+00	1.00E+00	False	0
RDH5	1.0	1.00E+00	1.00E+00	False	0
UXS1	1.0	1.00E+00	1.00E+00	False	0
CYP4F8	1.0	1.00E+00	1.00E+00	False	0
PES1	1.0	1.00E+00	1.00E+00	False	0
NOSTRIN	1.0	1.00E+00	1.00E+00	False	0
ASB3	1.0	1.00E+00	1.00E+00	False	0
ASB1	1.0	1.00E+00	1.00E+00	False	0
ASB6	1.0	1.00E+00	1.00E+00	False	0
ASB4	1.0	1.00E+00	1.00E+00	False	0
ASB9	1.0	1.00E+00	1.00E+00	False	0
ATP5SL	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-6069	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1236	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1231	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-1238	1.0	1.00E+00	1.00E+00	False	0
TMEM44	1.0	1.00E+00	1.00E+00	False	0
TMEM40	1.0	1.00E+00	1.00E+00	False	0
TMEM43	1.0	1.00E+00	1.00E+00	False	0
TMEM42	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5003	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5002	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5001	1.0	1.00E+00	1.00E+00	False	0
OR52K2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5004	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5009	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-5008	1.0	1.00E+00	1.00E+00	False	0
ZNF600	1.0	1.00E+00	1.00E+00	False	0
ZNF606	1.0	1.00E+00	1.00E+00	False	0
ZNF605	1.0	1.00E+00	1.00E+00	False	0
ZNF608	1.0	1.00E+00	1.00E+00	False	0
PIRT	1.0	1.00E+00	1.00E+00	False	0
GCA	1.0	1.00E+00	1.00E+00	False	0
OR1C1	1.0	1.00E+00	1.00E+00	False	0
GCG	1.0	1.00E+00	1.00E+00	False	0
OR11H12	1.0	1.00E+00	1.00E+00	False	0
GCK	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-500b	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-500a	1.0	1.00E+00	1.00E+00	False	0
PROZ	1.0	1.00E+00	1.00E+00	False	0
CYLC2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-512-2	1.0	1.00E+00	1.00E+00	False	0
hsa-mir-512-1	1.0	1.00E+00	1.00E+00	False	0
PRPF40B	1.0	1.00E+00	1.00E+00	False	0
PRPF40A	1.0	1.00E+00	1.00E+00	False	0
ENKUR	1.0	1.00E+00	1.00E+00	False	0
GPCPD1	1.0	1.00E+00	1.00E+00	False	0
SEPHS2	1.0	1.00E+00	1.00E+00	False	0
SEPHS1	1.0	1.00E+00	1.00E+00	False	0
RPS4X	1.0	1.00E+00	1.00E+00	False	0
SLMO2	1.0	1.00E+00	1.00E+00	False	0
SLMO1	1.0	1.00E+00	1.00E+00	False	0
DLST	1.0	1.00E+00	1.00E+00	False	0
LOC200726	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0825	1.0	1.00E+00	1.00E+00	False	0
ZNF559-ZNF177	1.0	1.00E+00	1.00E+00	False	0
SNAPIN	1.0	1.00E+00	1.00E+00	False	0
VASN	1.0	1.00E+00	1.00E+00	False	0
NBPF16	1.0	1.00E+00	1.00E+00	False	0
NBPF15	1.0	1.00E+00	1.00E+00	False	0
PAPOLG	1.0	1.00E+00	1.00E+00	False	0
PAPOLA	1.0	1.00E+00	1.00E+00	False	0
PAPOLB	1.0	1.00E+00	1.00E+00	False	0
ZSCAN32	1.0	1.00E+00	1.00E+00	False	0
ZSCAN30	1.0	1.00E+00	1.00E+00	False	0
NonTargetingControlGuideForHuman_0826	1.0	1.00E+00	1.00E+00	False	0
CYP51A1	1.0	1.00E+00	1.00E+00	False	0
WDR62	1.0	1.00E+00	1.00E+00	False	0
WDR63	1.0	1.00E+00	1.00E+00	False	0
WDR60	1.0	1.00E+00	1.00E+00	False	0
WDR61	1.0	1.00E+00	1.00E+00	False	0
WDR66	1.0	1.00E+00	1.00E+00	False	0
WDR67	1.0	1.00E+00	1.00E+00	False	0
WDR65	1.0	1.00E+00	1.00E+00	False	0
SLC25A3	1.0	1.00E+00	1.00E+00	False	0
